customer_id,first_name,last_name,email,signup_date,region,acquisition_channel
1178,Michelle,Richards,kennethgallegos@example.com,2023-11-22,Central,organic
1179,Brent,Smith,fpetty@example.net,2024-08-02,North,organic
1180,Beth,Simon,benjamin67@example.net,2023-05-25,East,referral
1181,Brittany,Carr,dhall@example.net,2023-09-01,East,social
1182,Andrew,Ray,adamsdeborah@example.com,2023-06-21,North,referral
1183,Daryl,Dean,shane60@example.org,2024-11-17,East,email
1184,Keith,Lee,samuel83@example.net,2023-09-29,South,paid_search
1185,Regina,Morgan,sanderson@example.net,2023-03-11,East,organic
1186,Jennifer,Moyer,laura29@example.org,2023-04-21,North,organic
1187,Justin,Curry,manderson@example.org,2024-03-24,West,organic
1188,Catherine,Garcia,fhahn@example.com,2024-02-28,West,referral
1189,Jimmy,Hawkins,howardjose@example.net,2023-12-26,Central,email
1190,Eric,Clayton,romanmatthew@example.org,2024-05-05,Central,paid_search
1191,Christina,Martinez,tomchaney@example.com,2024-12-04,South,social
1192,Kayla,Carrillo,paula89@example.net,2023-03-17,North,organic
1193,Dalton,Williams,wlloyd@example.org,2023-11-23,East,organic
1194,Theresa,Harrington,colonbobby@example.org,2023-03-17,East,referral
1195,Gary,Wilson,rhondamoore@example.com,2024-01-20,South,organic
1196,Jean,Gill,goconnor@example.org,2024-07-14,North,social
1197,Deborah,Cook,davidharris@example.com,2024-09-20,West,paid_search
1198,Kayla,Smith,gpeterson@example.org,2024-03-17,South,social
1199,Christopher,Watson,qward@example.org,2024-03-20,South,social
1200,Edward,Molina,icobb@example.com,2023-12-06,South,organic
1201,Robert,Ortiz,hcrane@example.net,2024-02-24,Central,referral
1202,Michael,Johnson,kaylarobbins@example.net,2024-07-07,East,social
1203,Sherry,Miller,richard26@example.org,2023-11-01,South,social
1204,Phillip,Johnson,rachelbrown@example.net,2024-02-07,Central,organic
1205,Tina,Lloyd,robert84@example.net,2024-05-17,South,paid_search
1206,Julia,Blankenship,wilcoxrachel@example.net,2023-01-04,West,organic
1207,Samantha,Graves,ischneider@example.net,2024-11-08,Central,organic
1208,Kristina,Pearson,pam63@example.com,2023-04-10,North,paid_search
1209,Christopher,Medina,vhardy@example.org,2024-10-15,East,organic
1210,Abigail,Fernandez,christopherarnold@example.net,2024-04-29,North,referral
1211,Matthew,Reid,johnsonlaura@example.net,2024-02-12,West,paid_search
1212,Jonathan,Collier,jessica81@example.net,2024-11-07,East,paid_search
1213,Brian,Watson,david17@example.com,2024-07-11,West,organic
1214,Ashley,Smith,tonya99@example.net,2024-01-26,East,organic
1215,Patricia,Burton,michaelmitchell@example.net,2023-02-15,East,organic
1216,Ashley,Taylor,pstone@example.org,2023-09-27,South,paid_search
1217,Mark,Aguilar,shawn26@example.com,2024-07-31,North,email
1218,Christopher,Brown,thomasgriffin@example.com,2024-12-14,North,organic
1219,Erica,Powell,lwiggins@example.com,2023-12-19,Central,organic
1220,Dana,Barajas,adennis@example.org,2024-08-26,South,paid_search
1221,Drew,Martinez,tanderson@example.net,2024-02-01,Central,social
1222,Michelle,Wilson,stanleyjohnson@example.org,2024-07-02,West,paid_search
1223,Sherry,Wood,guzmanricky@example.org,2023-08-30,West,social
1224,Mike,Roberts,davidtorres@example.com,2024-02-09,North,organic
1225,Kevin,Tucker,douglaslawrence@example.org,2024-06-13,Central,paid_search
1226,Sharon,Torres,jason70@example.org,2024-09-27,South,social
1227,Amy,Jones,butlerashley@example.net,2024-04-04,South,organic
1228,Shaun,Morgan,ualvarez@example.net,2023-06-21,South,referral
1229,Dean,Taylor,qgill@example.com,2023-05-10,North,email
1230,Edward,Luna,marshelizabeth@example.com,2024-11-30,West,paid_search
1231,Paul,Mccullough,amber74@example.net,2024-10-04,South,organic
1232,Christopher,Martin,armstronglaura@example.net,2023-09-22,East,email
1233,Kyle,Brewer,leechristine@example.net,2023-03-10,North,referral
1234,Katherine,Bernard,karenshaw@example.org,2024-02-11,Central,paid_search
1235,David,Mayer,suzannehill@example.org,2023-10-10,Central,paid_search
1236,John,Thornton,imiller@example.net,2023-01-13,Central,paid_search
1237,Luke,Chapman,batkins@example.com,2024-03-05,North,social
1238,Samuel,Perry,patrick11@example.org,2023-06-01,Central,paid_search
1239,Amber,Mitchell,jonathandavis@example.com,2023-04-13,North,social
1240,Stephanie,Gregory,mendezmark@example.org,2023-04-14,East,social
1241,Jennifer,Evans,floresrobert@example.com,2023-12-19,West,email
1242,Jonathan,David,williamsjohn@example.net,2024-11-01,West,organic
1243,Brenda,Vasquez,ravery@example.org,2024-04-29,North,social
1244,Lucas,Tran,washingtonrick@example.org,2024-02-17,South,organic
1245,Robin,Smith,sanchezangela@example.org,2024-11-28,West,social
1246,Kevin,Russell,mathisvincent@example.org,2023-12-06,South,organic
1247,Nathaniel,Galloway,amandahenderson@example.net,2024-05-01,East,organic
1248,Shannon,Smith,nwoodward@example.com,2023-01-21,East,email
1249,Denise,Jackson,mahoneytimothy@example.net,2023-11-07,East,email
1250,John,Frazier,megan39@example.net,2024-05-18,North,organic
1251,Juan,Martin,turnerrandall@example.org,2023-08-22,South,referral
1252,Maria,Hardy,natalie39@example.net,2024-03-29,East,paid_search
1253,Susan,Flores,cynthia74@example.org,2024-03-02,Central,organic
1254,Eileen,Morris,stevegreene@example.org,2023-07-12,West,social
1255,Robin,Anderson,lynchadam@example.org,2024-02-21,West,organic
1256,Emily,Gutierrez,ifarmer@example.org,2024-01-18,North,email
1257,Kristin,Banks,ryanpatricia@example.net,2023-06-12,North,paid_search
1258,Sean,Martinez,wcarey@example.com,2024-06-02,West,paid_search
1259,Gregory,Tate,martinezmitchell@example.org,2024-06-20,Central,organic
1260,Sean,Walker,changerin@example.net,2023-07-17,South,organic
1261,Michael,Davis,lindsey33@example.com,2023-09-13,North,email
1262,Tammy,Johnson,tconway@example.net,2024-01-05,South,paid_search
1263,Jason,Gonzalez,rrodriguez@example.net,2024-04-20,Central,organic
1264,Vincent,Jackson,donnaknight@example.net,2023-05-07,North,paid_search
1265,Carrie,Thompson,julieanderson@example.net,2024-05-15,Central,organic
1266,Melissa,Ibarra,james08@example.net,2024-04-30,Central,paid_search
1267,Johnny,Castro,bsmith@example.net,2023-12-19,South,social
1268,Emily,Santos,ryan64@example.org,2023-09-22,North,email
1269,Erin,Owens,zachary03@example.org,2024-01-31,North,organic
1270,Joshua,Fisher,zstewart@example.org,2024-08-08,South,organic
1271,Matthew,Beard,mooneyjeremiah@example.net,2024-10-24,South,email
1272,Rodney,Jones,jamesmurphy@example.org,2023-10-03,West,social
1273,Connie,Davis,breynolds@example.net,2024-11-29,North,paid_search
1274,Laura,Mcconnell,john73@example.com,2023-05-16,South,paid_search
1275,Marissa,Underwood,sherryparsons@example.net,2023-01-09,South,social
1276,Samuel,Davis,friley@example.org,2023-11-09,East,organic
1277,Sabrina,Bennett,pattonbryan@example.com,2024-01-21,East,paid_search
1278,Brian,Bishop,rjones@example.org,2023-08-12,West,paid_search
1279,Anita,Phillips,nmorales@example.com,2024-06-17,Central,paid_search
1280,Jesse,Greene,chavezsteven@example.com,2023-04-15,North,paid_search
1281,Nichole,Harvey,debra07@example.net,2024-11-09,East,paid_search
1282,Mark,Lee,smithjennifer@example.net,2024-08-31,Central,social
1283,Kristine,Lee,danascott@example.com,2024-12-01,North,organic
1284,Timothy,Oliver,johnrobles@example.org,2023-12-11,East,paid_search
1285,David,Silva,larry82@example.org,2023-10-11,East,social
1286,Terrance,Morrison,miguel08@example.net,2024-10-29,East,social
1287,Diane,Thomas,williamconley@example.org,2024-06-13,South,organic
1288,Robert,Gonzalez,danielleharris@example.org,2024-09-06,West,email
1289,Matthew,Contreras,vgreene@example.net,2024-11-28,South,social
1290,Ashlee,Rogers,robert21@example.com,2024-11-02,West,social
1291,Nancy,Lozano,arobinson@example.net,2023-09-23,West,referral
1292,Jeffrey,Hall,johnnavarro@example.com,2023-02-06,Central,paid_search
1293,Lindsay,Bennett,alopez@example.com,2024-08-08,South,social
1294,Alejandro,Howard,thomasscott@example.net,2024-12-31,South,paid_search
1295,Brenda,Cannon,hesterjames@example.com,2024-10-15,West,social
1296,Grant,Mcclure,matthewspencer@example.org,2024-11-18,East,referral
1297,James,Thompson,renee02@example.com,2023-06-24,Central,paid_search
1298,Diana,Dyer,sharon47@example.org,2023-04-10,West,organic
1299,Mike,Watson,shelleyrowland@example.net,2023-09-22,Central,organic
1300,Nicole,Johns,wilsonnicole@example.org,2023-07-07,East,email
1301,Laura,Lee,ubenson@example.net,2023-08-16,East,social
1302,Russell,Fields,hinesbrenda@example.net,2023-11-11,West,organic
1303,Kelly,Hernandez,brianflynn@example.org,2023-12-06,East,email
1304,Melissa,Schmitt,fclark@example.com,2023-10-29,West,organic
1305,Krystal,Mendez,williampotter@example.net,2024-04-26,North,email
1306,Karen,Brooks,twhite@example.com,2024-08-20,Central,email
1307,Alicia,Webb,lwells@example.com,2023-03-14,West,referral
1308,Danielle,Gibbs,clarkpatricia@example.com,2024-05-27,North,email
1309,Michelle,Foster,ronald69@example.org,2024-01-26,Central,email
1310,Selena,Brooks,taylorchristopher@example.com,2023-02-25,South,organic
1311,April,Hall,marshallchristine@example.com,2023-07-25,East,organic
1312,Shannon,Reynolds,linda54@example.com,2024-08-06,West,paid_search
1313,Angel,Alexander,deanna51@example.com,2023-07-04,North,organic
1314,Megan,Hunt,hartmansara@example.org,2024-10-08,South,paid_search
1315,David,Ward,matthewleonard@example.com,2023-03-01,North,paid_search
1316,Kevin,Ochoa,james92@example.net,2023-08-03,South,paid_search
1317,Jodi,Gaines,carrillojuan@example.com,2023-06-12,West,social
1318,Krista,Powell,wunderwood@example.net,2023-04-01,South,email
1319,Alexander,Valdez,michelleperez@example.net,2024-10-10,West,social
1320,Kara,Wells,dsharp@example.com,2024-05-03,West,paid_search
1321,Latoya,Edwards,roymcmahon@example.com,2024-06-30,South,organic
1322,Jason,Cole,brooksbarbara@example.org,2023-01-15,East,social
1323,Kevin,Rojas,wcochran@example.com,2024-06-27,South,email
1324,Jeremiah,Simmons,sfarmer@example.net,2023-01-05,South,organic
1325,Kevin,Matthews,weekseric@example.com,2023-12-19,East,organic
1326,Ashley,Lloyd,nbaird@example.com,2024-01-28,Central,organic
1327,Bryce,Hughes,krodriguez@example.com,2023-06-21,North,social
1328,Danielle,Torres,damontran@example.org,2023-11-02,East,email
1329,Margaret,Morrison,lopezchad@example.com,2024-06-16,Central,paid_search
1330,Justin,Hall,gibsonmiguel@example.org,2024-03-20,South,paid_search
1331,George,Heath,hmyers@example.org,2024-05-16,East,paid_search
1332,Amanda,Mendoza,pricerebecca@example.org,2023-06-18,West,email
1333,David,Harris,qmeyers@example.com,2023-08-18,South,organic
1334,Erik,Andrews,briana87@example.com,2023-01-23,Central,organic
1335,James,Ritter,zbrown@example.net,2023-05-07,East,paid_search
1336,Lindsey,Fox,kstevens@example.org,2023-02-08,West,social
1337,Jo,Roberts,treed@example.com,2023-09-19,Central,email
1338,Peter,Colon,robertwhite@example.net,2024-08-31,North,social
1339,Jessica,Ellis,hollydavis@example.net,2024-10-31,North,social
1340,Sonya,Allen,joshuafuller@example.com,2023-04-29,West,organic
1341,Elizabeth,Jones,reginajenkins@example.net,2023-05-07,Central,paid_search
1342,David,Wood,gordonkimberly@example.com,2024-12-19,South,organic
1343,Shannon,King,murraycharles@example.net,2024-12-03,North,organic
1344,Emma,Murray,julie36@example.org,2024-11-08,North,paid_search
1345,Alex,Wilson,markgoodman@example.com,2023-10-04,Central,social
1346,Steven,Miller,jenniferkim@example.com,2023-05-21,West,social
1347,Lori,Skinner,marylawson@example.org,2023-04-18,Central,email
1348,Kelly,Nichols,qjackson@example.org,2023-05-01,East,social
1349,Erica,Hernandez,gregory08@example.org,2023-04-19,West,organic
1350,Scott,Williams,myerskyle@example.org,2023-07-24,East,organic
1351,Carly,Williams,pwang@example.com,2023-07-26,East,email
1352,Regina,Gonzalez,fisherveronica@example.com,2023-10-30,South,social
1353,Lori,Frazier,walkernicole@example.net,2024-05-23,South,organic
1354,Gary,Jackson,uhunt@example.com,2024-05-07,East,social
1355,Anna,Lopez,sarahfoster@example.com,2023-01-14,North,organic
1356,David,Lewis,marcus06@example.net,2024-08-10,West,referral
1357,Leslie,Price,qrobinson@example.com,2023-04-03,Central,organic
1358,Debra,Wood,mcclurerobert@example.net,2023-04-14,East,organic
1359,Victor,Mooney,johnathandavis@example.com,2024-04-12,East,social
1360,Tina,Horton,martinreid@example.net,2023-02-21,North,organic
1361,Louis,York,bjones@example.net,2023-02-10,East,email
1362,Rhonda,Cole,wesleybush@example.org,2024-11-24,East,paid_search
1363,Jesse,Jensen,parkerjoann@example.org,2023-04-29,North,paid_search
1364,Christine,Brown,victor32@example.com,2023-02-16,North,email
1365,James,Johnson,vstevenson@example.org,2024-11-10,South,email
1366,Joshua,Schneider,meyertiffany@example.net,2024-03-24,Central,paid_search
1367,Lisa,Christensen,melanierivera@example.org,2023-04-06,East,organic
1368,Jamie,Brown,lauriehorton@example.org,2023-07-07,North,email
1369,Cathy,James,isaiah01@example.com,2024-04-12,East,paid_search
1370,Chad,Lee,shawnamartinez@example.org,2024-12-07,West,email
1371,Brittany,Guerra,joelmiller@example.net,2024-10-26,South,email
1372,Stuart,Martin,johnthompson@example.org,2024-12-13,North,organic
1373,Kevin,Ray,josephharrington@example.org,2023-06-13,North,referral
1374,Stephanie,Ward,ywolf@example.com,2024-08-27,West,paid_search
1375,Andrew,James,blakesandra@example.net,2024-11-25,West,email
1376,Amanda,Tran,jonathanford@example.com,2024-01-24,East,organic
1377,Justin,Hart,ijones@example.net,2024-12-01,South,social
1378,Taylor,Moore,adamhensley@example.net,2024-05-14,North,paid_search
1379,Jessica,Henry,vbentley@example.com,2024-03-27,North,email
1380,Patrick,Parker,ortizbenjamin@example.org,2024-11-01,East,organic
1381,Paul,Cunningham,kathrynkrueger@example.net,2024-11-25,Central,organic
1382,Michael,Fletcher,heather66@example.net,2024-08-13,Central,email
1383,John,Woods,crystal02@example.com,2024-11-16,East,organic
1384,Catherine,Blackburn,jonathanguzman@example.net,2024-12-05,Central,paid_search
1385,Mckenzie,Smith,newmansabrina@example.com,2024-11-08,South,organic
1386,Janice,Mccann,stonejacob@example.com,2024-11-10,West,paid_search
1387,Gabriel,Simmons,vincent86@example.net,2024-07-25,Central,organic
1388,Kyle,Jenkins,rodriguezashley@example.com,2024-10-20,South,organic
1389,Lisa,Adams,sarahsanders@example.com,2024-04-25,West,paid_search
1390,Adam,Jackson,esmith@example.net,2023-03-18,West,email
1391,Robert,Butler,jessica22@example.com,2023-12-05,East,paid_search
1392,Jacob,Taylor,hwhite@example.com,2023-08-17,Central,organic
1393,Ashley,Lewis,brianwhite@example.org,2024-02-17,South,social
1394,Jordan,Barrera,nalexander@example.org,2024-03-30,Central,organic
1395,Miranda,Martin,christopher14@example.org,2024-05-25,West,paid_search
1396,Matthew,Richards,wwashington@example.org,2024-05-24,North,paid_search
1397,Albert,Adams,ortegakristina@example.org,2024-02-27,North,organic
1398,Collin,Boyd,bennettabigail@example.com,2023-01-01,North,social
1399,Sarah,Kennedy,cassandra55@example.net,2024-09-25,East,email
1400,Pamela,Key,shelleyortega@example.com,2024-07-29,South,email
1401,Cheryl,Hester,linda07@example.net,2024-04-12,East,social
1402,Richard,Houston,anthonymartinez@example.net,2023-02-25,South,paid_search
1403,Joshua,Lyons,miguelmontgomery@example.net,2023-12-06,Central,email
1404,Molly,Robertson,aaronlittle@example.com,2024-09-06,West,email
1405,Allen,Ward,montesjill@example.net,2024-01-08,West,social
1406,Sean,Lawson,ystevenson@example.org,2024-11-05,South,organic
1407,Michael,Crosby,shatfield@example.org,2023-12-30,East,organic
1408,Jessica,Carter,jenniferkane@example.net,2024-01-18,North,paid_search
1409,Kristen,Moran,andersonlaura@example.com,2023-06-18,West,organic
1410,Marisa,Davies,cjackson@example.org,2024-02-24,North,organic
1411,Timothy,Fernandez,jasonmullins@example.net,2023-07-20,South,organic
1412,Holly,Garcia,martinsarah@example.com,2024-02-07,South,organic
1413,Katie,Robinson,elizabeth12@example.net,2023-07-15,East,paid_search
1414,Cynthia,Vasquez,monica99@example.org,2024-02-29,North,organic
1415,Dawn,Bennett,yvaldez@example.net,2024-11-19,Central,referral
1416,Tammy,Kim,jeffreywilson@example.org,2024-04-06,West,organic
1417,Daniel,Peterson,juliewilson@example.com,2024-05-31,South,social
1418,David,Edwards,aray@example.com,2023-01-05,Central,referral
1419,Bryan,Nichols,uwhitney@example.com,2024-07-20,West,social
1420,Lauren,Peck,aprilguzman@example.org,2024-05-09,Central,email
1421,Daniel,Smith,sstewart@example.org,2023-07-01,Central,email
1422,Vincent,Bryant,dustin09@example.com,2023-05-12,North,organic
1423,Kyle,Mooney,hillmelanie@example.net,2024-09-06,Central,paid_search
1424,Timothy,Poole,ycarter@example.org,2024-05-31,West,email
1425,Tina,Cook,melaniemichael@example.org,2024-09-15,South,paid_search
1426,Isabella,Williams,melissaluna@example.com,2023-12-18,East,organic
1427,Tracey,Hopkins,vickiekelley@example.com,2023-05-17,South,paid_search
1428,Roberto,Kennedy,katherine61@example.net,2024-12-17,Central,paid_search
1429,Jessica,Campbell,jacquelinekelley@example.org,2024-12-19,Central,organic
1430,David,Goodwin,hornjenna@example.com,2024-12-29,Central,email
1431,Diamond,Ray,sdominguez@example.org,2023-07-25,South,social
1432,Jason,Brock,jillsmith@example.net,2023-10-25,East,social
1433,Melissa,Garcia,nicholasmcgrath@example.net,2023-05-16,South,referral
1434,Meagan,Howe,kellythomas@example.org,2024-12-11,East,paid_search
1435,David,Robertson,brittney26@example.org,2023-12-27,Central,social
1436,Austin,Allen,mturner@example.org,2024-08-07,West,paid_search
1437,Denise,Bennett,stricklandmichelle@example.net,2024-06-30,East,social
1438,Patrick,Chen,hrichardson@example.org,2024-03-08,North,email
1439,Christopher,Burns,andrewberry@example.net,2023-01-26,West,paid_search
1440,Timothy,Benson,bauerherbert@example.com,2024-11-17,North,organic
1441,Zoe,Park,ashley15@example.org,2023-06-14,East,organic
1442,Jennifer,Atkins,richardhaynes@example.com,2023-05-30,North,social
1443,Angela,Herrera,lbrown@example.net,2023-10-30,South,social
1444,Jennifer,Tyler,molinajared@example.net,2023-02-03,East,email
1445,Priscilla,White,adamwest@example.com,2023-04-15,Central,email
1446,David,Anderson,denisemiller@example.com,2024-07-29,South,email
1447,Melissa,Johnson,huntermichael@example.net,2024-07-28,West,social
1448,George,Rowland,wrightbrandon@example.net,2024-12-13,East,organic
1449,Rebecca,Carter,ftaylor@example.net,2023-02-18,West,social
1450,Lawrence,Bartlett,catherine83@example.net,2024-12-02,East,paid_search
1451,Corey,Weiss,benjaminthomas@example.org,2023-02-25,North,referral
1452,Susan,Guzman,brittanyramirez@example.net,2023-07-27,Central,social
1453,Cindy,Jones,jorge26@example.com,2024-03-29,South,email
1454,Christopher,King,jbentley@example.net,2024-12-22,East,referral
1455,James,Soto,wanda35@example.net,2024-07-13,Central,email
1456,Diane,Hoover,roberthernandez@example.com,2023-07-18,East,organic
1457,Nicholas,Maynard,chrismartinez@example.org,2024-11-30,North,paid_search
1458,Gabriella,Russell,danielle55@example.com,2023-06-27,Central,organic
1459,Dustin,Yates,alejandro63@example.com,2023-02-11,West,organic
1460,Stephanie,Patton,thompsonjessica@example.com,2023-09-28,South,organic
1461,Brianna,Roman,ricejackie@example.com,2023-09-19,North,organic
1462,Andrea,Lawson,jacksonstacey@example.com,2024-12-27,South,paid_search
1463,Henry,Shaffer,iwoods@example.com,2023-11-27,Central,organic
1464,Albert,Palmer,dianethomas@example.net,2024-10-02,Central,organic
1465,Jill,Brown,jasmine39@example.com,2023-11-05,West,email
1466,Jasmine,White,lauren84@example.com,2024-07-17,East,email
1467,Stephanie,Meyer,kevinhodge@example.com,2024-12-25,East,organic
1468,Richard,Edwards,walterschase@example.org,2023-07-08,Central,paid_search
1469,Shirley,Martin,millerjustin@example.com,2024-06-01,South,organic
1470,Lindsey,Smith,urhodes@example.org,2024-07-03,West,paid_search
1471,Timothy,Robertson,sullivanchristina@example.net,2023-08-15,South,organic
1472,Adrian,Coleman,john89@example.org,2023-12-06,East,social
1473,Catherine,Oconnell,gregoryrichardson@example.org,2024-09-25,Central,organic
1474,Willie,Farley,ksimpson@example.com,2024-07-28,North,paid_search
1475,Tara,Morgan,marierosales@example.org,2023-12-21,West,organic
1476,Kelly,Webb,jason96@example.org,2024-10-19,Central,organic
1477,Sandra,Hickman,wallspatricia@example.com,2023-09-07,North,referral
1478,Brian,Smith,wmurphy@example.org,2023-11-25,West,social
1479,Adam,Zamora,richardsmith@example.com,2023-04-27,West,referral
1480,Travis,Miller,robertgentry@example.org,2023-10-17,North,organic
1481,Eric,Douglas,thomasbrooks@example.com,2024-01-19,Central,referral
1482,Ross,White,daniel77@example.org,2024-04-01,West,email
1483,Donald,Burgess,howardmonica@example.org,2024-10-29,South,organic
1484,Daniel,Mitchell,ralphmanning@example.org,2023-03-26,North,paid_search
1485,Ethan,Gonzalez,rmoyer@example.org,2024-07-04,Central,organic
1486,Robert,Pierce,markduran@example.com,2023-03-09,South,organic
1487,Warren,Mclean,ganderson@example.org,2023-08-07,West,social
1488,David,Cooper,saundersjoel@example.net,2023-07-30,Central,email
1489,Maria,Jordan,hamiltonkeith@example.com,2024-03-21,North,email
1490,Christopher,Patterson,jessicalopez@example.com,2023-06-07,North,social
1491,Katie,Lin,elizabethpatterson@example.com,2023-12-06,North,paid_search
1492,Jasmine,Patrick,jacobbond@example.net,2023-02-25,South,organic
1493,Cynthia,Perez,richardhill@example.org,2024-07-25,North,email
1494,Sarah,Simmons,christopherwilliams@example.com,2023-08-22,East,social
1495,Alicia,Graves,jeffreysimmons@example.org,2024-04-06,West,paid_search
1496,William,Schneider,daniel54@example.com,2023-01-18,West,paid_search
1497,Jennifer,Wright,whiteaaron@example.net,2024-07-01,North,social
1498,Julie,Lewis,mramirez@example.org,2024-09-25,North,social
1499,Ryan,King,tcox@example.org,2024-08-22,North,email
1500,Collin,Smith,markfigueroa@example.com,2023-03-16,East,social
1501,Julia,Chapman,john43@example.net,2023-04-19,East,referral
1502,Patrick,Eaton,crystalguzman@example.org,2023-11-05,Central,email
1503,Brenda,Barr,jamesgriffin@example.org,2024-03-24,West,organic
1504,Charles,Payne,kevin73@example.net,2024-11-07,North,paid_search
1505,Jennifer,Williams,robertdawson@example.net,2024-06-30,South,paid_search
1506,Theresa,Jacobson,hsoto@example.com,2024-02-05,Central,organic
1507,Carlos,Barnes,jacksonjoshua@example.org,2024-10-11,South,organic
1508,Keith,Sosa,bauerheather@example.net,2024-10-25,East,organic
1509,Lisa,Simpson,martinkaren@example.com,2023-01-12,Central,referral
1510,Anna,Myers,jamie02@example.net,2023-05-25,North,email
1511,Jeffery,Horton,ugordon@example.net,2024-08-09,Central,organic
1512,Jonathan,Phelps,jeanette81@example.org,2024-07-14,North,paid_search
1513,Jeffrey,Ferguson,benjamin24@example.org,2023-12-19,South,paid_search
1514,Joseph,Gibbs,veronicaclark@example.org,2024-10-23,Central,paid_search
1515,Aaron,Bailey,mark84@example.net,2023-07-08,South,organic
1516,Dennis,Villanueva,mark00@example.com,2023-09-16,South,social
1517,Jeffrey,Sanford,jonathansmith@example.net,2024-11-18,Central,organic
1518,Tiffany,Osborne,sharphailey@example.net,2024-07-16,West,email
1519,Jonathan,Sims,lisawalker@example.com,2023-03-16,East,social
1520,James,Soto,omoore@example.net,2023-09-14,North,social
1521,Jessica,Richardson,ldavis@example.com,2024-08-17,West,organic
1522,Jackson,Huffman,ashleyharding@example.org,2024-01-01,South,referral
1523,Deborah,Smith,nicoleroth@example.net,2023-08-29,North,social
1524,Cathy,Jones,simmonsspencer@example.net,2023-03-13,South,organic
1525,Tara,Garcia,jessicamorton@example.net,2024-04-06,East,paid_search
1526,Cory,Cruz,serranokathryn@example.net,2023-11-10,Central,social
1527,Sarah,Anderson,adamssheena@example.net,2024-08-03,East,organic
1528,Alexander,Burch,danielsloretta@example.net,2024-03-14,South,email
1529,Christopher,Taylor,tochoa@example.com,2023-09-10,South,organic
1530,Timothy,Sanchez,courtney10@example.org,2024-10-18,West,social
1531,Curtis,Phillips,othomas@example.org,2024-01-04,South,organic
1532,Jeremy,Cruz,diana36@example.net,2023-12-06,West,social
1533,Nicole,Carson,vasquezvicki@example.org,2024-01-03,East,paid_search
1534,Cristian,Sosa,charles51@example.com,2023-04-22,South,paid_search
1535,Sandra,Gillespie,munozgregory@example.net,2023-03-25,East,social
1536,Matthew,White,qhernandez@example.net,2023-05-24,Central,email
1537,Kevin,Roth,nancy47@example.net,2024-10-03,North,organic
1538,Miguel,Baker,mccormickmichelle@example.org,2023-01-20,Central,social
1539,Kimberly,Thomas,petergriffith@example.com,2024-08-18,Central,social
1540,Lisa,Wilson,morrisdavid@example.com,2024-08-27,South,paid_search
1541,Michael,Snyder,asteele@example.net,2024-07-18,East,referral
1542,Laura,Cook,patrickdunn@example.net,2024-07-06,West,paid_search
1543,Amanda,Patel,patrickcarpenter@example.com,2023-06-02,East,social
1544,Alison,Frank,jacquelineyoung@example.org,2024-08-26,East,paid_search
1545,James,Jefferson,angela21@example.org,2024-05-28,Central,organic
1546,Rhonda,Ward,kenneththomas@example.net,2024-01-08,Central,organic
1547,Teresa,Durham,jasonwalker@example.net,2023-09-02,Central,organic
1548,Devin,Hayden,nicholasjohnson@example.com,2024-06-10,South,social
1549,Nathan,Miles,woodsbrittney@example.org,2023-07-03,Central,paid_search
1550,Anthony,Diaz,sanchezalexander@example.com,2024-11-06,South,referral
1551,Edward,White,kaitlinhale@example.com,2024-05-10,East,social
1552,Theodore,Sharp,sharrington@example.org,2024-05-14,South,organic
1553,Justin,Moore,munozglenn@example.org,2024-01-14,South,organic
1554,Alex,Wall,qspencer@example.net,2023-07-31,Central,organic
1555,Warren,Fletcher,rhuynh@example.org,2024-01-05,West,referral
1556,Adrienne,Spence,juliamorales@example.org,2024-04-10,North,paid_search
1557,Jeffery,White,velasqueztaylor@example.com,2024-10-26,East,organic
1558,Denise,Sullivan,zmartin@example.com,2024-06-17,East,organic
1559,Deborah,Lee,garciamichael@example.com,2023-09-27,Central,email
1560,Anthony,Campbell,jonescarla@example.com,2023-06-28,West,paid_search
1561,Jacob,Harris,allenchristopher@example.net,2024-01-10,Central,social
1562,Annette,Elliott,uwilliams@example.org,2023-03-21,Central,social
1563,Sherry,Smith,karen68@example.org,2023-08-17,Central,organic
1564,Leonard,Myers,terri15@example.com,2023-12-20,West,paid_search
1565,Peggy,Gordon,andrewflynn@example.com,2024-09-10,North,email
1566,Brenda,Christian,evan71@example.net,2023-05-23,West,paid_search
1567,Christopher,Higgins,lindseypena@example.net,2023-03-20,Central,organic
1568,Eugene,Stuart,seth25@example.com,2023-08-05,South,social
1569,Michael,Chase,twilliams@example.net,2024-01-06,Central,organic
1570,Paul,Clark,rubioashley@example.com,2023-05-02,South,social
1571,Connor,Smith,amy17@example.org,2023-12-05,North,paid_search
1572,Shawn,Jackson,evan49@example.com,2024-05-05,West,paid_search
1573,Michael,Jones,escott@example.com,2023-06-15,West,organic
1574,Kathryn,Ramos,shelbybonilla@example.com,2023-02-14,South,organic
1575,Benjamin,Trevino,nortiz@example.net,2023-06-14,South,social
1576,David,Richardson,nathaniel68@example.com,2023-02-10,Central,social
1577,Jose,Hutchinson,oliverdawn@example.net,2023-06-20,East,organic
1578,Krystal,Lyons,mooredaniel@example.com,2024-06-13,West,referral
1579,Eric,Ross,walkermorgan@example.net,2024-07-31,North,social
1580,Clayton,Owens,lrodriguez@example.net,2024-11-08,East,email
1581,Daniel,Moyer,mtate@example.com,2023-08-10,West,referral
1582,Mark,Stewart,vlewis@example.com,2024-04-27,West,social
